cluster_id,row_id,who_reached,phone,campaign_name,reason_core,reason_free_text,outcome_free_text,confidence,evidence_json
5,32f312232156908ebee72fa05c8c2903444ef832,,+49846517200,Dexter PLZ 1-2-8,only written contact accepted,only written contact accepted,send materials via email,0.9,"{""quote"": ""Der Erstkontakt kann nur per Schriftzug hergestellt werden.""}"
5,3b6c1a8b12018b958e213e4ff7eb2c8def31cb11,,+49603697550,DEXTER  PLZ 3+6,only written contact allowed,only written contact allowed,email contact only,0.95,"{""quote"": ""Nur per Schriftverkehr.""}"
5,b4efc53b0e4b354fffd40a4490421399e0f4dd2b,,+49865195610,Dexter PLZ 1-2-8,preferred email contact,preferred email contact,email confirmed,0.9,"{""quote"": ""Ja, das habe ich ja zugesandt an christoph.hefele.ssg.brk.de.""}"
5,6d1240e67b761a991ab13036ccfe10f0682d7ad2,,+4941414263500,Dexter PLZ 1-2-8,prefers email,prefers email; no phone meeting,no appointment,0.5,"{""quote"": ""Also per E-Mail gerne, aber persönlich ist es schwierig. Also telefonisch nicht, okay,""}"
5,a3f3866975885f8d4a828f357eee9a7ebe220535,,+4920185461005,DEXTER  PLZ 4+5,prefers email,prefers email; needs overview,email follow-up agreed,0.9,"{""quote"": ""aber mir wäre es am liebsten, wenn Sie mir das einmal per E-Mail schicken könnten""}"
5,da5a86521f4999c553ea8e382cb2e54894939508,,+49406068940,Dexter PLZ 1-2-8,prefers email,prefers email; decision maker busy,email follow-up requested,0.9,"{""quote"": ""also alle Anfragen immer bei Herrn Drummond in schriftlicher Form per E-Mail""}"
5,e4dc0592e798c2159ce630829cab7b1c7cbb2c14,,+49308609990,Dexter PLZ 1-2-8,prefers email contact,prefers email contact,email follow-up,0.9,"{""quote"": ""Ja, bitte alles per E-Mail.""}"
5,39acc14fad22900528726e1a07cc89f55f56bea5,,+493617720,DEXTER  PLZ 9,prefers written communication,prefers written communication,contact via email,0.9,"{""quote"": ""den Erstkontakt kann man zu Ihnen herstellen, per Schriftverkehr, per Mail.""}"
5,1105ceb71d9185ca955b697787c45c86676a0d02,,+4915118823051,Dexter PLZ 1-2-8,prefers written contact,prefers written contact,email follow-up agreed,0.95,"{""quote"": ""telefonisch wäre nicht möglich, den Kontakt herzustellen""}"
5,fb7cf82dcad69d5a07b3271d9d3fb8b2a19a2d8e,,+498363693500,Dexter PLZ 1-2-8,prefers written materials,prefers written materials,send information,0.9,"{""quote"": ""Könnten Sie das vielleicht schriftlich machen?""}"
6,d70db683c1a087d0cf7717ddd11e819796336502,,+493025766720,Dexter PLZ 1-2-8,called wrong company,called wrong company,wrong recipient,0.95,"{""quote"": ""Nee, Sie haben jetzt Sephora anrufen, wir verkaufen Make-up.""}"
6,6d82fcc8095b2e006c725fafe8ac0be624a31038,,+4942986997952,Dexter PLZ 1-2-8,called wrong department,called wrong department,no sale,0.95,"{""quote"": ""Sie sind bei den Ambulanten gelandet.""}"
6,70d91acf32f44be2e3dea24253e14234bb487a85,,+494361508040,Dexter PLZ 1-2-8,called wrong department,called wrong department,wrong department,0.9,"{""quote"": ""Nee, nee, das ist auf die Neurologie.""}"
6,223c618fafd55ecbfeb4d4f4be6d1c1e86db215a,,+498941129900,Dexter PLZ 1-2-8,called wrong institution,called wrong institution,wrong contact,0.9,"{""quote"": ""Ah, hier sind Sie ganz falsch.""}"
6,8362ef1fdb28e24d07e0799f66842a9e29cebffc,,+495112886920,DEXTER  PLZ 3+6,wrong company,wrong company; not target,no sale,0.9,"{""quote"": ""Wir sind ein Ingenieurbüro, wir sind keine Pflegeeinrichtung.""}"
6,0320e561ed3930ea3276b90319b3e9cc05549823,,+497219176162,DEXTER  PLZ 7,wrong department,wrong department; no nursing,wrong contact,0.9,"{""quote"": ""Sie sind jetzt hier mit dem Betreuten Wohnen verbunden?""}"
6,04a563504c54ef92ba2cf727bdd3fa4de6be3687,,+493998203004,Dexter PLZ 1-2-8,wrong department,wrong department,gatekept,0.9,"{""quote"": ""Sie sind bei uns im Pflegedienst, im ambulanten Pflegedienst, gelandet.""}"
6,1abb710b82dcf053158e55ab06c22ac8b528037f,,+498001906090,Dexter PLZ 1-2-8,wrong department,wrong department,gatekept,0.9,"{""quote"": ""Schönheitsklinik, da bin ich nicht richtig bei.""}"
6,24fcf4eea65e6a94b1d8efe6297904be0e1b1a07,,+496172302050,DEXTER  PLZ 3+6,wrong department,wrong department; not a care facility,wrong contact,0.9,"{""quote"": ""Ich bin Gebäudereinigung.""}"
6,517becd0fe25413d6a1d29c1519de28920325b1a,,+49262595170,DEXTER  PLZ 4+5,wrong department,wrong department; procurement handled by tria,referred to ctt/tria,0.9,"{""quote"": ""da müssten Sie sich an TRIA wenden.""}"
6,5500d8b19ca62aecba28e9cd83b45f4ec03d5111,,+494055882535,Dexter PLZ 1-2-8,wrong department,wrong department,gatekept,0.9,"{""quote"": ""Ja, dann sind Sie bei uns falsch.""}"
6,61534bd018a66304523bdb0193b88d88763e53a7,,+49401818806810,Dexter PLZ 1-2-8,wrong department,wrong department,gatekept,0.95,"{""quote"": ""Sie sind jetzt in der Personalbetreuung gelandet.""}"
6,618a54e9cc2a36f5ceac4f913defabc293fc733c,,+49221878994,DEXTER  PLZ 4+5,wrong department,wrong department; referred to asb,wrong contact,0.9,"{""quote"": ""Da müssen Sie den Pflegedienst beim ASB anrufen.""}"
6,6367e777f00526fd2d27eeaed61b9117c1b994ca,,+4951412789203,Dexter PLZ 1-2-8,wrong department,wrong department; ambulatory only,gatekept,0.9,"{""quote"": ""Wir sind ja gar kein stationärer Bereich, wir sind kein Heim.""}"
6,b3ab7738af162bc0de46dae54929a4d9a6a01429,,+49495593439228,Dexter PLZ 1-2-8,wrong department,wrong department,wrong contact,0.9,"{""quote"": ""Oh, da bin ich ja falsch abgebogen zu Ihnen.""}"
6,b994be3b15224fdb5c2d0453e7b9b3f85a1fc75f,,+496123697445,DEXTER  PLZ 3+6,wrong department,wrong department; not responsible,wrong contact,0.9,"{""quote"": ""Nein, Sie sind bei Stadt Erdville.""}"
6,e1ec7997168c3ca35a764577a5d7f69889fe7c0b,,+4931312410,Dexter PLZ 1-2-8,wrong department,wrong department; not in nursing,referred to switchboard,0.95,"{""quote"": ""Nicht wirklich, weil wir sind ja nicht direkt in der Pflege.""}"
6,10b50e993a8ccdc66bb2afa08ba4a757d311f6c6,,+49401818864967,Dexter PLZ 1-2-8,wrong department reached,wrong department reached,wrong contact,0.9,"{""quote"": ""da bin ich komplett verkehrt.""}"
7,00525c31771641a2ae82bb68c4d29647420b8128,,+498611716400,Dexter PLZ 1-2-8,not in house,not in house,contact info given,0.9,"{""quote"": ""Ich bin nicht im Haus.""}"
7,3aa0980d256c46b0dd13a6f13df992754164b6b3,,+492294698620,Dexter  PLZ 4-9,not in house,not in house; unavailable this week,no contact,0.9,"{""quote"": ""Ne, die ist nicht mehr im Hause, ist auch die Woche ganz schlecht.""}"
7,641d4499f91a8846f4699d201b54205fae604e05,,+497219176120,Dexter  PLZ 4-9,not in house,not in house; outside appointments,callback requested,0.9,"{""quote"": ""die Frau Bonn heute ist noch nicht im Haus.""}"
7,147ecc514270e152d41f9570ddd14e074b76f779,,+49362858500,DEXTER  PLZ 9,not in office,not in office; schedule self-managed,no contact,0.95,"{""quote"": ""Die ist aber wieder nicht im Haus.""}"
7,23c000b8d45fb99470883b4894988afda67a60e2,,+4954399484402,DEXTER  PLZ 4+5,not in office,not in office,callback scheduled,0.9,"{""quote"": ""Der ist heute gar nicht im Haus.""}"
7,7530ba3293ae362a0cd75900fa1bb0b1e480e6ab,,+4994239110,Dexter  PLZ 4-9,not in office,not in office; try later,gatekept,0.9,"{""quote"": ""Der wird nicht in seinem Büro sein.""}"
7,ab1d93a8041df68cec5bfa029d18979f7d9318fd,,+49231182010,Dexter  PLZ 4-9,not in office,not in office,no contact,0.9,"{""quote"": ""Nee, der ist heute gar nicht mehr im Haus""}"
7,b0d91782d52d418e3b0a00c3a03018b5b73a17a8,,+497814750,DEXTER  PLZ 7,not in office,not in office; asked to email,no immediate contact,0.9,"{""quote"": ""Die sind leider tatsächlich heute beide nicht im Haus.""}"
7,e6f043e9e35f235b63ed5615401ba502b231d0fd,,+4923737510,Dexter  PLZ 4-9,not in office,not in office,follow-up end of month,0.9,"{""quote"": ""Der ist in den nächsten Wochen nicht im Haus.""}"
7,2e47474dcc4701ca1c83d6b4dee9981da22a69b0,,+49401818821831,Dexter PLZ 1-2-8,out of office,out of office; returns 1 sep,unreachable,0.9,"{""quote"": ""Ich bin am 1.9. telefonisch wieder erreichbar.""}"
7,a548708ff1df0251cbac30a39d1e6853327960b0,,+495523952990,DEXTER  PLZ 3+6,person not in office,person not in office,gatekept,0.9,"{""quote"": ""Der ist nicht im Haus, tut mir leid.""}"
7,7af10b11aabe58106cf7f84f9d06d1af6ad96e09,,+4926049180,DEXTER  PLZ 4+5,wrong office,wrong office; not responsible,given contact number,0.9,"{""quote"": ""da sind Sie aber hier ganz verkehrt""}"
8,005cc759163661a94e5449b9057beb01f801ffee,,+496196594350,Dexter Altersheim,busy,busy; in a meeting,callback requested,0.95,"{""quote"": ""die ist gerade im Gespräch.""}"
8,00a6543fa23f4cee247b4cf42e9baf71be68f05d,,+4925729490,Dexter  PLZ 4-9,busy,busy; manager on call,callback requested,0.9,"{""quote"": ""Die Frau Baumann telefoniert gerade.""}"
8,0a2fa49f033077a2f4898b5ce3c9062686ce0a7d,,+49390802177,DEXTER  PLZ 3+6,busy,busy; in meeting,callback requested,0.9,"{""quote"": ""Wir hatten gerade eine Besprechung.""}"
8,0ad097c613d85da1646743cde7bf17ebfccb0076,,+4979314950,Dexter  PLZ 4-9,busy,busy; on site inspection,callback requested,0.9,"{""quote"": ""im Moment ist er nicht zu sprechen, weil er in einer Baubesichtigung ist""}"
8,268bd86a694d1fa42ac04754fef3e69344b7ecb8,,+49377350590,Dexter PLZ 1-2-8,busy,busy; in conversation,callback requested,0.9,"{""quote"": ""Die ist leider gerade im Gespräch.""}"
8,2a3f8a08ec4aec423a1dc120c6fdfd9af761ac2e,,+49229391380,Dexter  PLZ 4-9,busy,busy; on the phone,callback requested,0.9,"{""quote"": ""Sie ist gerade am Telefonieren.""}"
8,53d337490df03791f409efbadd29fe5336a1ab9e,,+4961724090,Dexter  PLZ 4-9,busy,busy; in meeting,email follow-up agreed,0.95,"{""quote"": ""sie hat heute Besprechung.""}"
8,5b42ac1f30aa4c67acf867ae4c2843ce05d47c71,,+493763606300,Dexter PLZ 1-2-8,busy,busy; in conversation,callback requested,0.9,"{""quote"": ""die sind im Gespräch""}"
8,5c836d0636c75a88f37971aabf8fa8d88fa19bf5,,+492835446503,Dexter  PLZ 4-9,busy,busy; asked to call back,callback requested,0.9,"{""quote"": ""Ist das wichtig oder können Sie morgen nochmal anrufen?""}"
8,60a5466b60a34848d61485aee723fe427a729398,,+49962492120,Dexter  PLZ 4-9,busy,busy; on station,callback requested,0.95,"{""quote"": ""Ja, aber erst später Nachmittag.""}"
8,7065be8155f782afb9e62be00502a0bc44369052,,+497814750,Dexter  PLZ 4-9,busy,busy; on another call,gatekept,0.9,"{""quote"": ""die Frau Huber, die ist im Telefonat""}"
8,76ea09ed1e6acee10bb70ec7e03064f1a19f8db5,,+496391910120,DEXTER  PLZ 3+6,busy,busy; in a call,callback requested,0.9,"{""quote"": ""Die ist gerade im Gespräch.""}"
8,7ac27469849171cd4f815391bd72b0c7133f419b,,+4920189695,Dexter  PLZ 4-9,busy,busy; covering vacation duties,gatekept,0.9,"{""quote"": ""Also im Moment passt das zeitlich nicht.""}"
8,8901371cd57791e290089b6e8a17026b6854ff61,,+4976128230,Dexter  PLZ 4-9,busy,busy; in meeting,callback requested,0.9,"{""quote"": ""Ich bin gerade im Termin drin.""}"
8,8f089a42c663db660f4aa0dae288c370263c4f0b,,+495137826600,Dexter Altersheim,busy,busy; in conversation,callback requested,1.0,"{""quote"": ""Die Einrichtungsleitung kann leider jetzt nicht gerade, sie ist im Gespräch.""}"
8,b3735783aa1add53f85a7bc91050d687ed1a6dea,,+494624801898,Dexter PLZ 1-2-8,busy,busy; cannot transfer,gatekept,0.9,"{""quote"": ""da kann ich nicht weiterleiten.""}"
8,b8d15c7afb4312822eddf3ec0322d49cfe43091b,,+4935284350,Dexter PLZ 1-2-8,busy,busy; many appointments,callback requested,0.9,"{""quote"": ""Der hat jetzt ganz viele Termine drinnen.""}"
8,e3d716a6216203e56557e246230c3f930a1acedc,,+49540189690,Dexter  PLZ 4-9,busy,busy; in meeting,gatekept,0.9,"{""quote"": ""Ja, da kann ich im Moment nicht durchstellen, da ist eine Besprechung.""}"
8,ecb6ee42923481e5ef16ecf32e85eb0cca7a8975,,+4975469399102,Dexter PLZ 1-2-8,busy,busy; on another call,callback suggested,0.9,"{""quote"": ""ich glaube, er telefoniert selber, aber er ist da.""}"
8,fe2e028fa2203f2650ff752bfdfecafa53e8efa6,,+492203350,DEXTER  PLZ 4+5,busy,busy; in conversation,callback scheduled,0.9,"{""quote"": ""Die sind im Gespräch""}"
9,20ba242ba4fab4dc3cf99416330a587aaabc29d5,,+498912180,Dexter PLZ 1-2-8,contact on vacation,contact on vacation,callback later,0.9,"{""quote"": ""Sie sind jetzt im Urlaub.""}"
9,3cb37cdcc4da3b755211b0435dc1282cff2a6410,,+4922241830,Dexter  PLZ 4-9,contact on vacation,contact on vacation,callback requested,0.95,"{""quote"": ""Die ist diese Woche nicht da. Die hat Urlaub.""}"
9,979c27cbdaa1b6459a2d4fb0da4a470b2136b1f9,,+496858313,DEXTER  PLZ 3+6,contact on vacation,contact on vacation,callback requested,0.9,"{""quote"": ""die ist jetzt mal 14 Tage im Urlaub""}"
9,ac59e4ba345c9dbe067088cca43a740743ffd7a4,,+49222599130,DEXTER  PLZ 4+5,contact on vacation,contact on vacation,callback requested,0.9,"{""quote"": ""Der hat aktuell Urlaub.""}"
9,dda35754f3d6d918fe40e69b3c4239d904e06f67,,+497141968323,Dexter  PLZ 4-9,contact on vacation,contact on vacation; return 22 aug,callback after return,0.9,"{""quote"": ""Frau Schonder befindet sich im Urlaub.""}"
9,ecc07eac141f3b7a51458eb9686547b9f5dcd332,,+49263134450,DEXTER  PLZ 4+5,contact on vacation,contact on vacation,callback requested,0.9,"{""quote"": ""Diese Woche im Urlaub, kommt er erst zur nächsten Woche Mittwoch wieder.""}"
9,3c15e0506079e86b1906f852af421d70591960a3,,+49616493100,DEXTER  PLZ 3+6,on vacation,on vacation,callback requested,0.9,"{""quote"": ""er ist jetzt gerade im Urlaub""}"
9,6ad4c1176a7bdfc958365610d3993fff99ccb672,,+49814136342346,Dexter PLZ 1-2-8,on vacation,on vacation,callback requested,0.9,"{""quote"": ""Nein, der ist im Urlaub.""}"
9,a8681674e1b044eb2324b0e3b3a704cd72da711a,,+497191367940,DEXTER  PLZ 7,on vacation,on vacation,callback next week,0.9,"{""quote"": ""Die ist diese Woche nicht im Haus.""}"
9,bcdde7659e8798b4005594888ac3a843c0308bd6,,+4954439910,Dexter  PLZ 4-9,on vacation,on vacation,callback requested,0.5,"{""quote"": ""Der ist doch in Norwegen. Der ist im Urlaub.""}"
9,e583e7b77bb4398d41b041612898be80fed7c2e8,,+492051803130,DEXTER  PLZ 4+5,person on vacation,person on vacation,callback later,0.95,"{""quote"": ""Die ist noch im Urlaub.""}"
9,53d38ff50744283156b2767bd950b56724ab2bc1,,+4995140740,Dexter  PLZ 4-9,primary contact on vacation,primary contact on vacation,call next week,0.9,"{""quote"": ""aber die habe ich auch nicht im Haus, weil momentan auch Urlaubszeit ist.""}"
10,a9ca7f52fb7b5c86ecf735399cc3aa10c811d72c,,+4963016090300,DEXTER  PLZ 3+6,contact not available,contact not available; substitute only,callback requested,0.9,"{""quote"": ""ich bin nur Vertretung und die Kollegin, die ist krank.""}"
10,a627c5ffd2e54f1eb9658da5a6b662d1620e4be6,,+49286490203125,DEXTER  PLZ 4+5,contact not present,contact not present,callback requested,0.9,"{""quote"": ""dann ist sie auch noch nicht im Haus.""}"
10,0b76ff5d585840a99e8448b7ff31d2082ff15b9b,,+49921960,DEXTER  PLZ 9,contact unavailable,contact unavailable; in meetings,callback requested,0.9,"{""quote"": ""der ist heute den ganzen Tag in Besprechung.""}"
10,4bc9b303bb2f779655edfc1372e38d59d139e1fa,,+49542294620,DEXTER  PLZ 4+5,contact unavailable,contact unavailable; busy,callback requested,0.9,"{""quote"": ""Die ist beschäftigt, die sitzt gerade in der Geplanung.""}"
10,4ce735647c36cb4039e74f2778563213d47087df,,+492811253,DEXTER  PLZ 4+5,contact unavailable,contact unavailable; provided number,gatekept,0.9,"{""quote"": ""da scheint die Kollegin nicht da zu sein.""}"
10,8d96e3b5726f7759f2cdbc617f0a1f0c1eddeca6,,+4961209027150,DEXTER  PLZ 3+6,contact unavailable,contact unavailable; in meeting,callback planned,0.9,"{""quote"": ""Der ist gerade im Meeting.""}"
10,e6d09bd855f4f411d1db4fc9662721f840cb18d5,,+49304284471100,Dexter PLZ 1-2-8,contact unavailable,contact unavailable; out today,callback requested,0.9,"{""quote"": ""Sie sind heute außerhalb.""}"
10,234290ca15ab51c911e9813e72180b13b44c9adc,,+4965979720,DEXTER  PLZ 4+5,key contact unavailable,key contact unavailable,callback requested,0.9,"{""quote"": ""Die ist im Urlaub diese Woche.""}"
10,62eaadf2a3624d3efea0caa81c71f3a855d0412f,,+495205160,DEXTER  PLZ 3+6,manager not available,manager not available; asked to email,gatekept,0.9,"{""quote"": ""sich per E-Mail an info-at-friedernadig-haus.de wenden.""}"
10,7985d5efb686df7b35549b4c5ff2b1229ab09e41,,+492162818230,DEXTER  PLZ 4+5,manager not present,manager not present,no contact with manager,0.9,"{""quote"": ""Ist leider nicht im Haus.""}"
10,dbf869020aff67e52d11cb1bbebacff95678c099,,+49814140910,Dexter PLZ 1-2-8,manager on vacation,manager on vacation,no contact,0.9,"{""quote"": ""Kann ich leider nicht, der ist erst ab Montag wieder da, der hat die Woche Urlaub.""}"
10,b86b125c1f11735437bee5c028b4aec01492fd4c,,+493692382230,Dexter  PLZ 4-9,manager unavailable,manager unavailable; at central office,callback requested,0.9,"{""quote"": ""Die Heimleitung ist heute in der Geschäftsstelle.""}"
10,69e2564548b47dc77a06d3822884e0a8891c1e04,,+4943224209,Dexter PLZ 1-2-8,no facility management present,no facility management present,wrong department reached,0.9,"{""quote"": ""Haben wir nicht, in der Einrichtungsleitung haben wir nicht.""}"
10,440775f912ed3c138a638ed8134094f4c124dcb2,,+49213152919600,DEXTER  PLZ 4+5,no facility manager,no facility manager,gatekept,0.9,"{""quote"": ""Naja, wir haben nicht eine Einrichtungsleitung, ich weiß auch nicht, wen Sie sprechen wollen.""}"
10,4f3180b51c3c7e8f4542cc44ccf9ebfb3af86ca9,,+4921426060,Dexter  PLZ 4-9,no facility manager,no facility manager,no sale,0.9,"{""quote"": ""Wir haben im Moment keine Einrichtungsleitung.""}"
10,e71d2ebf2123400e5e7ae648f72e6003236806d7,,+492861891410,DEXTER  PLZ 4+5,no facility manager,no facility manager,gatekept,0.95,"{""quote"": ""Wir haben keine Einrichtungsleitung.""}"
10,3b6f9552204f08c12890cd296d916e590a7362d3,,+49570793220,DEXTER  PLZ 3+6,no facility manager available,no facility manager available,gatekept,0.9,"{""quote"": ""Nein, wir haben im Moment keine Einrichtungsleitung""}"
10,f63fc7da1defdacc3b2477a57aaec0e13a5bdda9,,+498972760,Dexter PLZ 1-2-8,no one available,no one available; early timing,callback requested,0.9,"{""quote"": ""da meldet sich leider keiner im Moment.""}"
10,091451d099042c8a4273649c8832db0b1a3d8f0f,,+495105528631,DEXTER  PLZ 3+6,not available,not available; at event,callback later,0.9,"{""quote"": ""Er ist gerade außer Haus gefahren zur Ausbildungsmesse hier bei uns im Ort.""}"
10,30ab126ad8a39e24af6af7f5173d2f56dc2a60d4,,+4968416920,Dexter  PLZ 4-9,not available,not available,gatekept,0.9,"{""quote"": ""ist sie nicht da.""}"
10,3d4f05f35e19192007ecbb594f6f19ff431dc6ff,,+495803654,Dexter PLZ 1-2-8,not available,not available; often away,gatekept,0.9,"{""quote"": ""Die erwischen Sie diese Woche nicht.""}"
10,44de96b73ec5064b5fb0d044fc5e8177b1e23436,,+496920000710,DEXTER  PLZ 3+6,not available,not available; busy today,callback requested,0.9,"{""quote"": ""Sie ist im Moment nicht im Haus.""}"
10,5627988e441fbfb2a35a1f8515f79bddfb405b92,,+4971339910,Dexter  PLZ 4-9,not available,not available; returns next week,callback next week,0.9,"{""quote"": ""Morgen sind Sie nicht im Haus, erst nächste Woche wieder.""}"
10,56d979faf64c02bb45e7cd0cb3d51bfb56920894,,+4930456050,Dexter  PLZ 4-9,not available,not available; unknown return,gatekept,0.95,"{""quote"": ""Frau Kuhlenkamp ist nicht im Hause""}"
10,797256c0d7e1eb25d72006cc52241b34e02669bc,,+49236591040,Dexter  PLZ 4-9,not available,not available; returns tomorrow,callback scheduled,0.9,"{""quote"": ""Die ist dann ab morgen neun Uhr wieder im Haus.""}"
10,ac25b1d144c8dd0afbcdbd16d83d60396d0e8196,,+4977615550,Dexter  PLZ 4-9,not available,not available; call back monday,callback requested,0.9,"{""quote"": ""dann müssen Sie am Montag wieder anrufen.""}"
10,c2bfa884d8f47f439433a9f2429736b1e7760935,,+497119378430,DEXTER  PLZ 7,not available,not available; both absent,callback requested,0.92,"{""quote"": ""Sind beide leider nicht im Haus im Moment.""}"
10,c492649090c24efa13951c739258e5c0aa80318f,,+497977343,Dexter  PLZ 4-9,not available,not available; ask to call later,callback requested,0.95,"{""quote"": ""Ja, nächste Woche melden Sie sich einfach nochmal.""}"
10,e494d48c4afc5ce61122a5f0ebb08c89fbbed9b8,,+4936912918512,Dexter  PLZ 4-9,not available,not available; not in house,callback requested,0.9,"{""quote"": ""Die ist heute nicht mehr im Haus.""}"
10,e5f17d7abc17e5280dc13816683fe3b1d32682a7,,+492823976700,DEXTER  PLZ 4+5,not available,not available; returns tomorrow,callback requested,0.9,"{""quote"": ""Der Herr Martin ist nicht mehr im Haus.""}"
10,93f2b86aba21bfa920f62f7b9d3ae478ce22378b,,+492771303751,DEXTER  PLZ 3+6,not available today,not available today,callback scheduled,0.9,"{""quote"": ""Der ist leider nicht im Hause heute.""}"
10,dc0b62e12232e10546057e1ad43d9a2c34d369ec,,+4980399072011,Dexter PLZ 1-2-8,not available today,not available today,callback scheduled,0.9,"{""quote"": ""Ist heute leider schlecht, am besten Sie schicken uns eine E-Mail""}"
10,6967b0791f71e425e205a8c726b694c16766ce04,,+4993180010,DEXTER  PLZ 9,not available until monday,not available until monday,gatekept,0.9,"{""quote"": ""Nee, erst ab Montag wieder.""}"
10,666d2e525489c0662461ec38ea4fc9a75b60f4d0,,+496272929170,Dexter  PLZ 4-9,not available until tomorrow,not available until tomorrow,gatekept,0.9,"{""quote"": ""Nein, erst morgen wieder.""}"
10,08a0af087727c3c8fa346a9aa8c25ed5f0a9a71d,,+4985839700,DEXTER  PLZ 9,not present,not present; provided availability,callback time obtained,0.9,"{""quote"": ""Ja, der ist immer so ab 9, 10 Uhr da.""}"
10,866ba2b7602ac2f4424daf1229b717da4ec76226,,+492236962100,DEXTER  PLZ 4+5,not present,not present; will arrive this afternoon,callback requested,0.9,"{""quote"": ""Das geht im Moment nicht, ist noch nicht im Haus.""}"
10,926881343dc597a2ffa45807d3f72d4d1b11920d,,+49281338410,DEXTER  PLZ 4+5,not present,not present; suggested callback,gatekept,0.9,"{""quote"": ""Ja, sie ist heute nicht hier im Haus.""}"
10,aeeb2543598e6a38124ce22d574d0c234e875744,,+4923145080,Dexter  PLZ 4-9,not present,not present,callback requested,0.95,"{""quote"": ""Er ist noch nicht im Haus.""}"
10,b8bafd6f8c70f37d41d7300d9bcddd6b5e5925f4,,+495185957496,Dexter Altersheim,not present,not present; returns tomorrow,no sale,0.9,"{""quote"": ""die ist erst morgen im Haus.""}"
10,dc820ea4d0e2d3d221ad1bfc0902fed77c349289,,+492218708602,Dexter Altersheim,not present today,not present today,no contact with decision maker,0.9,"{""quote"": ""Die Einrichtungsleitung ist heute nicht mehr im Haus""}"
10,482882ad5807effd7424c482bb125ff37858b8a0,,+497242701300,Dexter  PLZ 4-9,not the right contact,not the right contact,gatekept,0.9,"{""quote"": ""Nee, sind Sie nicht richtig.""}"
10,4fed4135f358e99228c8ce0ed32e3ceef8096f2f,,+49211924030,Dexter  PLZ 4-9,not the right contact,not the right contact,referral to main office,0.95,"{""quote"": ""Nein, das auch nicht, aber auch schon gar nicht morgens um 8.13 Uhr.""}"
10,715f54aa565ef443385c088963ced371863dae5b,,+493022192331,Dexter PLZ 1-2-8,not the right contact,not the right contact,gatekept,0.9,"{""quote"": ""Nee, Sie sind bei mir nicht richtig gelandet.""}"
10,304f5b74ad628bb9e8f33b2e7122de5dd4968966,,+495722200181,DEXTER  PLZ 3+6,person not available,person not available,given direct mobile number,0.9,"{""quote"": ""Nein, ist er nicht.""}"
10,938508f54debb2f3e38f83ed9d0d3f53953b9611,,+4923316220,DEXTER  PLZ 4+5,person unavailable,person unavailable; in meeting and on vacation,callback in 14 days,0.92,"{""quote"": ""die ist in einem Termin und die hat auch Urlaub.""}"
10,f8b6ec07aa35d41335f83a0376d871c8befd024e,,+49462135532,Dexter PLZ 1-2-8,requested staff unavailable,requested staff unavailable; busy with residents,callback requested,0.9,"{""quote"": ""Die ist gerade bei den Bewohnern unterwegs.""}"
10,e676eda01543c6af7e99808050d3d62b586928cc,,+496227358390,Dexter  PLZ 4-9,target unavailable,target unavailable; sick,callback requested,0.9,"{""quote"": ""Nein, tut mir leid, sie ist im Krank.""}"
10,05a858158e1be458316b418f78681935fae23ac2,,+4971345090,DEXTER  PLZ 7,unavailable,unavailable; asked to call later,callback requested,0.92,"{""quote"": ""Ich erreiche unsere Einrichtungsleitung zurzeit nicht telefonisch.""}"
10,591903c8982ff0f160dfce834ed67dd8d44bb3d6,,+49665696260,DEXTER  PLZ 3+6,unavailable,unavailable; at conference,callback requested,0.9,"{""quote"": ""Die ist auf Tagung.""}"
10,5f432cfea397e04b6e5ce9294296280fa1079236,,+492723100117,Dexter  PLZ 4-9,unavailable,unavailable; vacation and night shift,gatekept,0.95,"{""quote"": ""Ja, die ist am Freitag wieder da, die hat noch Urlaub. Und Herr Genk? Der hat Nachtschicht.""}"
10,eb1e74f1a0df11495ad47ecdc50c6c1549f63c7d,,+4951152952220,DEXTER  PLZ 3+6,unavailable,unavailable; no time,no sale,0.9,"{""quote"": ""unser Geschäftsführer wirklich gar keine Zeit für""}"
10,f5af07a576cdbe95a17f7a347f7510ed127d30cc,,+4922429300,DEXTER  PLZ 4+5,unavailable,unavailable; in conversation,gatekept,0.9,"{""quote"": ""Nee, der ist gerade auch im Gespräch""}"
10,07fa85eb0bcf378eb3b3d2feb1bbbc93853e934b,,+492161811960,DEXTER  PLZ 4+5,wrong contact,wrong contact; needs it or head office,gatekept,0.9,"{""quote"": ""Da kann aber eigentlich die Einrichtungsleitung nichts zu sagen.""}"
10,38613ca9826e0aed4b5a0c1aa4715ddb2b2f4c56,,+492553726390,DEXTER  PLZ 4+5,wrong contact,wrong contact; reached developer,no sale,0.95,"{""quote"": ""wir sind der Bauträger der Objekte.""}"
10,825542a85f7a4a01d2e5be71fb10c08dcf442644,,+49611986540,DEXTER  PLZ 3+6,wrong contact,wrong contact; different office responsible,referral given,0.5,"{""quote"": ""Da wären Sie bei mir tatsächlich an der falschen Adresse.""}"
10,ad7a7c89a9cd8c6f83f797579a2e442575a8ca3b,,+493381213340,Dexter PLZ 1-2-8,wrong contact,wrong contact,no sale,0.9,"{""quote"": ""Oh, da bin ich ja ganz falsch.""}"
